count,c
1094,16
1095,15
1096,10
1097,11
1098,12
1099,10
1100,7
1101,14
1102,11
1103,19
1104,15
1105,13
1106,14
1107,6
1108,17
1109,8
1110,16
1111,17
1112,11
1113,14
1114,15
1115,14
1116,20
1117,11
1118,13
1119,12
1120,17
1121,11
1122,14
1123,8
1124,10
1125,6
1126,12
1127,9
1128,13
1129,14
1130,20
1131,16
1132,9
1133,16
1134,12
1135,12
1136,18
1137,10
1138,13
1139,9
1140,16
1141,14
1142,15
1143,16
1144,10
1145,12
1146,17
1147,19
1148,16
1149,12
1150,12
1151,12
1152,16
1153,7
1154,8
1155,15
1156,16
1157,12
1158,6
1159,11
1160,17
1161,16
1162,17
1163,19
1164,11
1165,14
1166,10
1167,16
1168,14
1169,18
1170,8
1171,19
1172,8
1173,14
1174,15
1175,14
1176,14
1177,15
1178,15
1179,6
1180,9
1181,11
1182,5
1183,13
1184,6
1185,10
1186,9
1187,12
1188,14
1189,13
1190,12
1191,13
1192,14
1193,12
1194,9
1195,8
1196,14
1197,17
1198,6
1199,10
1200,12
1201,8
1202,10
1203,14
1204,12
1205,17
1206,10
1207,10
1208,9
1209,10
1210,5
1211,12
1212,17
1213,10
1214,14
1215,12
1216,12
1217,3
1218,12
1219,18
1220,16
1221,12
1222,11
1223,10
1224,3
1225,10
1226,6
1227,13
1228,8
1229,11
1230,7
1231,13
1232,13
1233,17
1234,9
1235,5
1236,19
1237,6
1238,13
1239,10
1240,7
1241,15
1242,15
1243,10
1244,13
1245,12
1246,16
1247,12
1248,14
1249,10
1250,8
1251,13
1252,8
1253,10
1254,5
1255,13
1256,10
1257,10
1258,12
1259,13
1260,8
1261,11
1262,10
1263,12
1264,11
1265,11
1266,10
1267,11
1268,10
1269,16
1270,11
1271,9
1272,7
1273,10
1274,17
1275,14
1276,13
1277,8
1278,7
1279,6
1280,10
1281,12
1282,6
1283,11
1284,7
1285,15
1286,10
1287,10
1288,13
1289,15
1290,12
1291,8
1292,10
1293,4
1294,14
1295,4
1296,3
1297,8
1298,7
1299,12
1300,10
1301,15
1302,5
1303,9
1304,7
1305,10
1306,9
1307,11
1308,14
1309,6
1310,8
1311,11
1312,6
1313,7
1314,10
1315,6
1316,12
1317,9
1318,10
1319,9
1320,13
1321,6
1322,8
1323,7
1324,6
1325,12
1326,6
1327,9
1328,9
1329,10
1330,5
1331,7
1332,8
1333,8
1334,7
1335,10
1336,5
1337,4
1338,7
1339,10
1340,9
1341,6
1342,8
1343,11
1344,9
1345,5
1346,10
1347,11
1348,18
1349,8
1350,12
1351,7
1352,8
1353,5
1354,5
1355,7
1356,10
1357,13
1358,8
1359,5
1360,8
1361,6
1362,5
1363,8
1364,12
1365,6
1366,3
1367,10
1368,7
1369,8
1370,6
1371,11
1372,10
1373,10
1374,5
1375,5
1376,4
1377,12
1378,4
1379,3
1380,5
1381,10
1382,5
1383,7
1384,11
1385,8
1386,8
1387,10
1388,6
1389,7
1390,5
1391,6
1392,7
1393,5
1394,8
1395,9
1396,5
1397,10
1398,6
1399,13
1400,3
1401,10
1402,2
1403,7
1404,8
1405,9
1406,10
1407,6
1408,6
1409,8
1410,11
1411,6
1412,7
1413,6
1414,3
1415,7
1416,7
1417,11
1418,9
1419,9
1420,7
1421,5
1422,4
1423,7
1424,5
1425,8
1426,7
1427,3
1428,5
1429,6
1430,9
1431,10
1432,7
1433,3
1434,5
1435,7
1436,3
1437,7
1438,8
1439,6
1440,12
1441,6
1442,12
1443,9
1444,8
1445,8
1446,11
1447,7
1448,4
1449,8
1450,5
1451,7
1452,6
1453,4
1454,5
1455,7
1456,7
1457,10
1458,8
1459,3
1460,8
1461,8
1462,6
1463,5
1464,9
1465,8
1466,10
1467,7
1468,6
1469,8
1470,5
1471,5
1472,6
1473,4
1474,9
1475,5
1476,4
1477,5
1478,1
1479,10
1480,4
1481,9
1482,6
1483,8
1484,4
1485,4
1486,8
1487,5
1488,7
1489,7
1490,8
1491,7
1492,4
1493,7
1494,4
1495,3
1496,4
1497,3
1498,7
1499,9
1500,8
1501,7
1502,6
1503,8
1504,1
1505,4
1506,10
1507,7
1508,5
1509,5
1510,9
1511,5
1512,9
1513,7
1514,8
1515,3
1516,4
1517,7
1518,4
1519,7
1520,5
1521,6
1522,6
1523,6
1524,6
1525,12
1526,3
1527,4
1528,2
1529,4
1530,6
1531,4
1532,4
1533,9
1534,10
1535,5
1536,5
1537,5
1538,9
1539,7
1540,4
1541,4
1542,4
1543,4
1544,6
1545,5
1546,5
1547,6
1548,2
1549,7
1550,9
1551,5
1552,7
1553,3
1554,6
1555,5
1556,5
1557,6
1558,12
1559,9
1560,6
1561,5
1562,7
1563,8
1564,6
1565,6
1566,6
1567,6
1568,5
1569,8
1570,5
1571,5
1572,6
1573,10
1574,7
1575,5
1576,4
1577,1
1578,7
1579,4
1580,3
1581,5
1582,6
1583,3
1584,5
1585,3
1586,5
1587,4
1588,7
1589,7
1590,8
1591,5
1592,5
1593,5
1594,3
1595,12
1596,4
1597,1
1598,2
1599,8
1600,6
1601,2
1602,6
1603,11
1604,6
1605,11
1606,9
1607,5
1608,4
1609,2
1610,8
1611,10
1612,3
1613,7
1614,1
1615,5
1616,3
1617,5
1618,3
1619,12
1620,3
1621,2
1622,3
1623,3
1624,2
1625,6
1626,5
1627,6
1628,8
1629,1
1630,8
1631,4
1632,7
1633,4
1634,7
1635,3
1636,6
1637,9
1638,5
1639,5
1640,4
1641,3
1642,4
1643,6
1644,3
1645,3
1646,3
1647,6
1648,4
1649,2
1650,1
1651,5
1652,6
1653,6
1654,6
1655,2
1656,4
1657,3
1658,4
1659,5
1660,3
1661,4
1662,7
1663,5
1664,7
1665,3
1666,4
1667,4
1668,2
1669,6
1670,7
1671,1
1672,7
1673,7
1674,8
1675,10
1676,5
1677,8
1678,9
1679,7
1680,3
1681,5
1682,7
1683,6
1684,5
1685,6
1686,7
1687,4
1688,4
1689,4
1690,4
1691,5
1692,7
1693,4
1694,5
1695,4
1696,3
1697,7
1698,3
1699,3
1700,7
1701,9
1702,7
1703,4
1704,5
1705,4
1706,2
1707,3
1708,5
1709,2
1710,7
1711,6
1712,3
1713,3
1714,6
1715,4
1716,2
1717,3
1718,3
1719,5
1720,8
1722,4
1723,4
1724,3
1725,4
1726,5
1727,6
1728,5
1730,12
1731,7
1732,2
1733,3
1734,4
1735,2
1736,4
1737,5
1738,2
1739,2
1740,7
1741,3
1742,3
1743,3
1744,4
1745,7
1746,4
1747,4
1748,7
1749,4
1750,5
1751,4
1752,5
1753,5
1754,2
1755,3
1756,5
1757,3
1758,9
1759,3
1760,5
1761,5
1762,4
1763,3
1764,3
1765,3
1767,3
1768,1
1769,4
1770,5
1771,3
1773,6
1774,5
1775,4
1776,3
1777,7
1778,3
1779,8
1780,3
1781,2
1782,8
1783,3
1784,5
1785,4
1786,4
1787,6
1788,4
